dataset,n,m,metodo,tiempo,costo,tp
sol_optimas,48,1128.0,TABU_ESTRUCTURA 160 25 300,24.8397,10848,TSP_AGM
sol_optimas,22,231.0,TABU_CICLOS 160 25 300,14.6019,7013,TSP_AGM
sol_optimas,22,231.0,TABU_ESTRUCTURA 160 25 300,6.09948,7013,TSP_AGM
sol_optimas,493,121278.0,TABU_CICLOS 160 25 300,15730.1,37422,TSP_AGM
sol_optimas,493,121278.0,TABU_ESTRUCTURA 160 25 300,1915.35,37422,TSP_AGM
sol_optimas,100,4950.0,TABU_CICLOS 160 25 300,357.813,8592,TSP_AGM
sol_optimas,100,4950.0,TABU_ESTRUCTURA 160 25 300,109.763,8594,TSP_AGM
grafo-euleriano,9,36.0,TABU_CICLOS 160 25 300,1.98488,2999,TSP_AGM
grafo-euleriano,9,36.0,TABU_ESTRUCTURA 160 25 300,0.701171,2999,TSP_AGM
grafo-euleriano,12,66.0,TABU_CICLOS 160 25 300,5.19612,4578,TSP_AGM
grafo-euleriano,12,66.0,TABU_ESTRUCTURA 160 25 300,1.50307,4578,TSP_AGM
grafo-euleriano,15,105.0,TABU_CICLOS 160 25 300,7.71953,3420,TSP_AGM
grafo-euleriano,15,105.0,TABU_ESTRUCTURA 160 25 300,2.53559,3458,TSP_AGM
grafo-euleriano,18,153.0,TABU_CICLOS 160 25 300,11.4856,9027,TSP_AGM
grafo-euleriano,18,153.0,TABU_ESTRUCTURA 160 25 300,4.19235,9172,TSP_AGM
grafo-euleriano,21,210.0,TABU_CICLOS 160 25 300,21.1101,10392,TSP_AGM
grafo-euleriano,21,210.0,TABU_ESTRUCTURA 160 25 300,5.35118,10508,TSP_AGM
grafo-euleriano,24,276.0,TABU_CICLOS 160 25 300,19.088,9461,TSP_AGM
grafo-euleriano,24,276.0,TABU_ESTRUCTURA 160 25 300,7.55381,9503,TSP_AGM
grafo-euleriano,27,351.0,TABU_CICLOS 160 25 300,23.2833,11234,TSP_AGM
grafo-euleriano,27,351.0,TABU_ESTRUCTURA 160 25 300,8.82836,11338,TSP_AGM
grafo-euleriano,30,435.0,TABU_CICLOS 160 25 300,28.4656,11859,TSP_AGM
grafo-euleriano,30,435.0,TABU_ESTRUCTURA 160 25 300,10.2954,11998,TSP_AGM
grafo-euleriano,33,528.0,TABU_CICLOS 160 25 300,30.8341,9440,TSP_AGM
grafo-euleriano,33,528.0,TABU_ESTRUCTURA 160 25 300,10.7463,9447,TSP_AGM
grafo-euleriano,36,630.0,TABU_CICLOS 160 25 300,36.9542,9451,TSP_AGM
grafo-euleriano,36,630.0,TABU_ESTRUCTURA 160 25 300,12.7364,9519,TSP_AGM
grafo-euleriano,39,741.0,TABU_CICLOS 160 25 300,41.0752,9205,TSP_AGM
grafo-euleriano,39,741.0,TABU_ESTRUCTURA 160 25 300,14.6932,9256,TSP_AGM
grafo-euleriano,42,861.0,TABU_CICLOS 160 25 300,52.0062,21947,TSP_AGM
