dataset,n,m,metodo,tiempo,costo
grafo-propio,71,2485.0,INS,0.8190649999999999,2918
grafo-propio,71,2485.0,AGM,0.46869500000000003,1490
grafo-propio,71,2485.0,GA,12.92892,349
grafo-propio,72,2556.0,INS,0.9466288,3681
grafo-propio,72,2556.0,AGM,0.4659626,1195
grafo-propio,72,2556.0,GA,8.431782,252
grafo-propio,73,2628.0,INS,0.7212738,2492
grafo-propio,73,2628.0,AGM,0.40820159999999994,1825
grafo-propio,73,2628.0,GA,8.375726,369
grafo-propio,74,2701.0,INS,0.855001,2136
grafo-propio,74,2701.0,AGM,0.430868,1777
grafo-propio,74,2701.0,GA,11.906906,303
grafo-propio,75,2775.0,INS,0.9004386,3499
grafo-propio,75,2775.0,AGM,0.4540318,1464
grafo-propio,75,2775.0,GA,10.02836,286
grafo-propio,76,2850.0,INS,1.1600902,3440
grafo-propio,76,2850.0,AGM,0.48312239999999995,1376
grafo-propio,76,2850.0,GA,11.903851999999999,297
grafo-propio,77,2926.0,INS,1.0818558,3829
grafo-propio,77,2926.0,AGM,0.5094044,1730
grafo-propio,77,2926.0,GA,9.014486000000002,370
grafo-propio,78,3003.0,INS,0.9497785999999998,3313
grafo-propio,78,3003.0,AGM,0.49905260000000007,1806
grafo-propio,78,3003.0,GA,10.984508000000002,363
grafo-propio,79,3081.0,INS,1.0957063999999999,3901
grafo-propio,79,3081.0,AGM,0.47348740000000006,1827
grafo-propio,79,3081.0,GA,13.679284,366
grafo-propio,80,3160.0,INS,1.1679848,3632
grafo-propio,80,3160.0,AGM,0.4730474,1884
grafo-propio,80,3160.0,GA,11.130406,353
grafo-propio,81,3240.0,INS,1.0892362,3461
grafo-propio,81,3240.0,AGM,0.4922464,1847
grafo-propio,81,3240.0,GA,12.96308,345
grafo-propio,82,3321.0,INS,0.9943628,3640
grafo-propio,82,3321.0,AGM,0.5674108,1619
grafo-propio,82,3321.0,GA,12.048309999999999,323
grafo-propio,83,3403.0,INS,1.2870416,3771
grafo-propio,83,3403.0,AGM,0.6643082,1736
grafo-propio,83,3403.0,GA,10.714552000000001,316
grafo-propio,84,3486.0,INS,1.43411,2753
grafo-propio,84,3486.0,AGM,0.5375036,1455
grafo-propio,84,3486.0,GA,10.092768,380
grafo-propio,85,3570.0,INS,1.74451,3684
grafo-propio,85,3570.0,AGM,0.5643812,1613
grafo-propio,85,3570.0,GA,11.263256,342
grafo-propio,86,3655.0,INS,2.2558599999999998,4592
grafo-propio,86,3655.0,AGM,0.6036948000000001,1501
grafo-propio,86,3655.0,GA,19.922379999999997,310
grafo-propio,87,3741.0,INS,1.352534,3477
grafo-propio,87,3741.0,AGM,0.6536474,1989
grafo-propio,87,3741.0,GA,18.06056,391
grafo-propio,88,3828.0,INS,1.524012,3860
grafo-propio,88,3828.0,AGM,0.7000356,2014
grafo-propio,88,3828.0,GA,14.986979999999999,310
grafo-propio,89,3916.0,INS,1.4988959999999998,4283
grafo-propio,89,3916.0,AGM,0.5472083999999999,1563
grafo-propio,89,3916.0,GA,14.518199999999998,357
grafo-propio,90,4005.0,INS,2.0731969999999995,4082
grafo-propio,90,4005.0,AGM,0.6504964,1945
grafo-propio,90,4005.0,GA,15.603119999999999,364
grafo-propio,91,4095.0,INS,1.9927620000000001,3719
grafo-propio,91,4095.0,AGM,0.6310474,2244
grafo-propio,91,4095.0,GA,17.46302,395
grafo-propio,92,4186.0,INS,1.7845859999999998,4355
grafo-propio,92,4186.0,AGM,0.623584,1943
grafo-propio,92,4186.0,GA,14.85384,394
grafo-propio,93,4278.0,INS,1.914774,3455
grafo-propio,93,4278.0,AGM,0.6605672,2186
grafo-propio,93,4278.0,GA,15.46464,310
grafo-propio,94,4371.0,INS,1.9862679999999997,3188
grafo-propio,94,4371.0,AGM,0.753281,2044
grafo-propio,94,4371.0,GA,21.40974,316
grafo-propio,95,4465.0,INS,1.484854,4199
grafo-propio,95,4465.0,AGM,0.7204010000000001,1555
grafo-propio,95,4465.0,GA,16.247239999999998,315
grafo-propio,96,4560.0,INS,2.5102200000000003,4760
grafo-propio,96,4560.0,AGM,0.6098358,2118
grafo-propio,96,4560.0,GA,15.993279999999999,272
grafo-propio,97,4656.0,INS,1.5106959999999998,4897
grafo-propio,97,4656.0,AGM,0.8940581999999999,2059
grafo-propio,97,4656.0,GA,17.3675,351
grafo-propio,98,4753.0,INS,2.131102,3995
grafo-propio,98,4753.0,AGM,0.7309512,2089
grafo-propio,98,4753.0,GA,19.620060000000002,402
grafo-propio,99,4851.0,INS,2.587484,4758
grafo-propio,99,4851.0,AGM,0.8654966,2209
grafo-propio,99,4851.0,GA,18.14998,246
grafo-propio,100,4950.0,INS,2.312126,4465
grafo-propio,100,4950.0,AGM,0.8922566,2185
grafo-propio,100,4950.0,GA,21.770699999999998,388
grafo-propio,101,5050.0,INS,2.565764,3362
grafo-propio,101,5050.0,AGM,0.8563748,1862
grafo-propio,101,5050.0,GA,21.52658,384
grafo-propio,102,5151.0,INS,2.1429739999999997,4089
grafo-propio,102,5151.0,AGM,0.8646304,2514
grafo-propio,102,5151.0,GA,17.668,311
