dataset,n,m,metodo,tiempo,costo,tp
sol_optimas,493,121278.0,TABU_ESTRUCTURA 160 25 300,2378.76,38507,TSP_INS
sol_optimas,100,4950.0,TABU_CICLOS 160 25 300,329.955,8664,TSP_INS
sol_optimas,100,4950.0,TABU_ESTRUCTURA 160 25 300,98.1878,8493,TSP_INS
grafo-euleriano,9,36.0,TABU_CICLOS 160 25 300,1.92635,2999,TSP_INS
grafo-euleriano,9,36.0,TABU_ESTRUCTURA 160 25 300,0.700909,2999,TSP_INS
grafo-euleriano,12,66.0,TABU_CICLOS 160 25 300,3.86449,4578,TSP_INS
grafo-euleriano,12,66.0,TABU_ESTRUCTURA 160 25 300,1.39969,4578,TSP_INS
grafo-euleriano,15,105.0,TABU_CICLOS 160 25 300,7.60059,3418,TSP_INS
grafo-euleriano,15,105.0,TABU_ESTRUCTURA 160 25 300,2.74689,3420,TSP_INS
grafo-euleriano,18,153.0,TABU_CICLOS 160 25 300,10.949,9044,TSP_INS
grafo-euleriano,18,153.0,TABU_ESTRUCTURA 160 25 300,5.69261,9173,TSP_INS
grafo-euleriano,21,210.0,TABU_CICLOS 160 25 300,14.7406,10413,TSP_INS
grafo-euleriano,21,210.0,TABU_ESTRUCTURA 160 25 300,5.90513,10486,TSP_INS
grafo-euleriano,24,276.0,TABU_CICLOS 160 25 300,19.6672,9491,TSP_INS
grafo-euleriano,24,276.0,TABU_ESTRUCTURA 160 25 300,7.77254,9584,TSP_INS
grafo-euleriano,27,351.0,TABU_CICLOS 160 25 300,23.9672,11191,TSP_INS
grafo-euleriano,27,351.0,TABU_ESTRUCTURA 160 25 300,9.30792,11364,TSP_INS
grafo-euleriano,30,435.0,TABU_CICLOS 160 25 300,26.2985,11823,TSP_INS
grafo-euleriano,30,435.0,TABU_ESTRUCTURA 160 25 300,9.15844,11892,TSP_INS
grafo-euleriano,33,528.0,TABU_CICLOS 160 25 300,32.0343,9441,TSP_INS
grafo-euleriano,33,528.0,TABU_ESTRUCTURA 160 25 300,13.191,9487,TSP_INS
grafo-euleriano,36,630.0,TABU_CICLOS 160 25 300,34.6462,9459,TSP_INS
grafo-euleriano,36,630.0,TABU_ESTRUCTURA 160 25 300,13.5448,9516,TSP_INS
grafo-euleriano,39,741.0,TABU_CICLOS 160 25 300,39.6687,9180,TSP_INS
grafo-euleriano,39,741.0,TABU_ESTRUCTURA 160 25 300,15.4412,9306,TSP_INS
grafo-euleriano,42,861.0,TABU_CICLOS 160 25 300,44.524,22013,TSP_INS
grafo-euleriano,42,861.0,TABU_ESTRUCTURA 160 25 300,17.9861,22076,TSP_INS
grafo-euleriano,45,990.0,TABU_CICLOS 160 25 300,51.8185,14099,TSP_INS
grafo-euleriano,45,990.0,TABU_ESTRUCTURA 160 25 300,20.7725,14086,TSP_INS
grafo-euleriano,48,1128.0,TABU_CICLOS 160 25 300,59.4914,19546,TSP_INS
grafo-euleriano,48,1128.0,TABU_ESTRUCTURA 160 25 300,24.8084,19742,TSP_INS
grafo-euleriano,51,1275.0,TABU_CICLOS 160 25 300,72.0213,23399,TSP_INS
grafo-euleriano,51,1275.0,TABU_ESTRUCTURA 160 25 300,27.4896,23629,TSP_INS
grafo-euleriano,54,1431.0,TABU_CICLOS 160 25 300,72.9322,18905,TSP_INS
grafo-euleriano,54,1431.0,TABU_ESTRUCTURA 160 25 300,29.5656,18970,TSP_INS
grafo-euleriano,57,1596.0,TABU_CICLOS 160 25 300,86.706,27578,TSP_INS
grafo-euleriano,57,1596.0,TABU_ESTRUCTURA 160 25 300,32.8005,27644,TSP_INS
grafo-euleriano,60,1770.0,TABU_CICLOS 160 25 300,91.3312,24710,TSP_INS
grafo-euleriano,60,1770.0,TABU_ESTRUCTURA 160 25 300,36.4184,24799,TSP_INS
grafo-euleriano,63,1953.0,TABU_CICLOS 160 25 300,116.417,32603,TSP_INS
grafo-euleriano,63,1953.0,TABU_ESTRUCTURA 160 25 300,38.6468,32715,TSP_INS
grafo-euleriano,66,2145.0,TABU_CICLOS 160 25 300,110.513,19566,TSP_INS
grafo-euleriano,66,2145.0,TABU_ESTRUCTURA 160 25 300,45.4048,19601,TSP_INS
grafo-euleriano,69,2346.0,TABU_CICLOS 160 25 300,126.875,32360,TSP_INS
grafo-euleriano,69,2346.0,TABU_ESTRUCTURA 160 25 300,50.1733,32405,TSP_INS
grafo-euleriano,72,2556.0,TABU_CICLOS 160 25 300,129.616,24641,TSP_INS
grafo-euleriano,72,2556.0,TABU_ESTRUCTURA 160 25 300,51.5481,24735,TSP_INS
grafo-euleriano,75,2775.0,TABU_CICLOS 160 25 300,147.709,37870,TSP_INS
grafo-euleriano,75,2775.0,TABU_ESTRUCTURA 160 25 300,53.8954,37903,TSP_INS
grafo-euleriano,78,3003.0,TABU_CICLOS 160 25 300,152.294,34600,TSP_INS
grafo-euleriano,78,3003.0,TABU_ESTRUCTURA 160 25 300,58.8164,34654,TSP_INS
grafo-euleriano,81,3240.0,TABU_CICLOS 160 25 300,188.576,39934,TSP_INS
grafo-euleriano,81,3240.0,TABU_ESTRUCTURA 160 25 300,62.0381,40015,TSP_INS
grafo-euleriano,84,3486.0,TABU_CICLOS 160 25 300,177.494,31036,TSP_INS
grafo-euleriano,84,3486.0,TABU_ESTRUCTURA 160 25 300,67.4574,31093,TSP_INS
grafo-euleriano,87,3741.0,TABU_CICLOS 160 25 300,202.829,33198,TSP_INS
grafo-euleriano,87,3741.0,TABU_ESTRUCTURA 160 25 300,72.161,33186,TSP_INS
grafo-euleriano,90,4005.0,TABU_CICLOS 160 25 300,233.984,30508,TSP_INS
grafo-euleriano,90,4005.0,TABU_ESTRUCTURA 160 25 300,76.8234,30425,TSP_INS
grafo-euleriano,93,4278.0,TABU_CICLOS 160 25 300,222.019,46742,TSP_INS
grafo-euleriano,93,4278.0,TABU_ESTRUCTURA 160 25 300,85.9285,46897,TSP_INS
grafo-euleriano,96,4560.0,TABU_CICLOS 160 25 300,245.492,20599,TSP_INS
grafo-euleriano,96,4560.0,TABU_ESTRUCTURA 160 25 300,92.3479,20649,TSP_INS
grafo-euleriano,99,4851.0,TABU_CICLOS 160 25 300,257.87,23052,TSP_INS
grafo-euleriano,99,4851.0,TABU_ESTRUCTURA 160 25 300,97.8787,23030,TSP_INS
grafo-euleriano,102,5151.0,TABU_CICLOS 160 25 300,277.587,30946,TSP_INS
grafo-euleriano,102,5151.0,TABU_ESTRUCTURA 160 25 300,102.497,31082,TSP_INS
grafo-euleriano,105,5460.0,TABU_CICLOS 160 25 300,289.008,52405,TSP_INS
grafo-euleriano,105,5460.0,TABU_ESTRUCTURA 160 25 300,107.624,52526,TSP_INS
grafo-euleriano,108,5778.0,TABU_CICLOS 160 25 300,309.667,36111,TSP_INS
grafo-euleriano,108,5778.0,TABU_ESTRUCTURA 160 25 300,115.229,36185,TSP_INS
grafo-euleriano,111,6105.0,TABU_CICLOS 160 25 300,322.569,23560,TSP_INS
