dataset,n,m,metodo,tiempo,costo
peor-caso-ga,57,1596.0,AGM,0.292891,3474
peor-caso-ga,57,1596.0,GA,3.5155,2958
peor-caso-ga,58,1653.0,INS,0.485173,3119
peor-caso-ga,58,1653.0,AGM,0.237846,3418
peor-caso-ga,58,1653.0,GA,4.00225,3032
peor-caso-ga,59,1711.0,INS,0.463063,3168
peor-caso-ga,59,1711.0,AGM,0.238867,3552
peor-caso-ga,59,1711.0,GA,4.21912,3102
peor-caso-ga,60,1770.0,INS,0.372894,3294
peor-caso-ga,60,1770.0,AGM,0.369007,3837
peor-caso-ga,60,1770.0,GA,4.4108,3197
peor-caso-ga,61,1830.0,INS,0.504637,3269
peor-caso-ga,61,1830.0,AGM,0.439641,3680
peor-caso-ga,61,1830.0,GA,4.46168,3198
peor-caso-ga,62,1891.0,INS,0.418605,3299
peor-caso-ga,62,1891.0,AGM,0.311325,3820
peor-caso-ga,62,1891.0,GA,4.07514,3272
peor-caso-ga,63,1953.0,INS,0.510298,3390
peor-caso-ga,63,1953.0,AGM,0.23198,3830
peor-caso-ga,63,1953.0,GA,4.52304,3313
peor-caso-ga,64,2016.0,INS,0.827283,3443
peor-caso-ga,64,2016.0,AGM,0.214192,3883
peor-caso-ga,64,2016.0,GA,5.17917,3355
peor-caso-ga,65,2080.0,INS,0.631437,3470
peor-caso-ga,65,2080.0,AGM,0.387889,3901
peor-caso-ga,65,2080.0,GA,4.90667,3376
peor-caso-ga,66,2145.0,INS,0.582651,3528
peor-caso-ga,66,2145.0,AGM,0.215437,4061
peor-caso-ga,66,2145.0,GA,6.39297,3452
peor-caso-ga,67,2211.0,INS,0.644972,3610
peor-caso-ga,67,2211.0,AGM,0.276054,3996
peor-caso-ga,67,2211.0,GA,5.55909,3495
peor-caso-ga,68,2278.0,INS,0.700217,3622
peor-caso-ga,68,2278.0,AGM,0.322759,4090
peor-caso-ga,68,2278.0,GA,5.05177,3577
peor-caso-ga,69,2346.0,INS,0.441287,3635
peor-caso-ga,69,2346.0,AGM,0.344382,4153
peor-caso-ga,69,2346.0,GA,5.71271,3567
peor-caso-ga,70,2415.0,INS,0.976368,3681
peor-caso-ga,70,2415.0,AGM,0.341979,4114
peor-caso-ga,70,2415.0,GA,5.42436,3634
peor-caso-ga,71,2485.0,INS,1.0475,3772
peor-caso-ga,71,2485.0,AGM,0.330654,4148
peor-caso-ga,71,2485.0,GA,6.9509,3692
peor-caso-ga,72,2556.0,INS,1.06173,3824
peor-caso-ga,72,2556.0,AGM,0.334134,4161
peor-caso-ga,72,2556.0,GA,8.18013,3767
peor-caso-ga,73,2628.0,INS,0.87321,3894
peor-caso-ga,73,2628.0,AGM,0.287192,4524
peor-caso-ga,73,2628.0,GA,5.32137,3823
peor-caso-ga,74,2701.0,INS,1.70467,3955
peor-caso-ga,74,2701.0,AGM,0.352002,4308
peor-caso-ga,74,2701.0,GA,6.50281,3912
peor-caso-ga,75,2775.0,INS,0.841978,3976
peor-caso-ga,75,2775.0,AGM,0.264332,4620
peor-caso-ga,75,2775.0,GA,6.09805,3913
peor-caso-ga,76,2850.0,INS,0.983007,4007
peor-caso-ga,76,2850.0,AGM,0.422748,4657
peor-caso-ga,76,2850.0,GA,8.49939,3977
peor-caso-ga,77,2926.0,INS,0.960427,4095
peor-caso-ga,77,2926.0,AGM,0.363401,4653
peor-caso-ga,77,2926.0,GA,16.4699,4066
peor-caso-ga,78,3003.0,INS,1.13898,4175
peor-caso-ga,78,3003.0,AGM,0.455492,4743
peor-caso-ga,78,3003.0,GA,8.1277,4095
peor-caso-ga,79,3081.0,INS,1.20649,4199
peor-caso-ga,79,3081.0,AGM,0.395256,4697
peor-caso-ga,79,3081.0,GA,8.39212,4072
peor-caso-ga,80,3160.0,INS,1.18765,4236
peor-caso-ga,80,3160.0,AGM,0.479586,4706
peor-caso-ga,80,3160.0,GA,8.03796,4172
peor-caso-ga,81,3240.0,INS,1.27131,4256
peor-caso-ga,81,3240.0,AGM,0.40347,4824
peor-caso-ga,81,3240.0,GA,8.47632,4237
peor-caso-ga,82,3321.0,INS,1.32375,4374
peor-caso-ga,82,3321.0,AGM,0.568861,4940
peor-caso-ga,82,3321.0,GA,9.17154,4301
peor-caso-ga,83,3403.0,INS,2.30008,4393
peor-caso-ga,83,3403.0,AGM,0.418835,5037
peor-caso-ga,83,3403.0,GA,9.30676,4274
peor-caso-ga,84,3486.0,INS,1.28407,4463
peor-caso-ga,84,3486.0,AGM,0.479133,4873
peor-caso-ga,84,3486.0,GA,8.20287,4356
peor-caso-ga,85,3570.0,INS,1.47664,4494
peor-caso-ga,85,3570.0,AGM,0.41125,5356
peor-caso-ga,85,3570.0,GA,9.92602,4382
peor-caso-ga,86,3655.0,INS,1.35646,4582
peor-caso-ga,86,3655.0,AGM,0.549316,5080
peor-caso-ga,86,3655.0,GA,9.86716,4446
peor-caso-ga,87,3741.0,INS,1.71031,4593
peor-caso-ga,87,3741.0,AGM,0.459074,5151
peor-caso-ga,87,3741.0,GA,9.83997,4525
peor-caso-ga,88,3828.0,INS,1.48189,4652
peor-caso-ga,88,3828.0,AGM,0.478456,5435
peor-caso-ga,88,3828.0,GA,10.4916,4560
peor-caso-ga,89,3916.0,INS,1.85727,4731
peor-caso-ga,89,3916.0,AGM,0.509867,5426
peor-caso-ga,89,3916.0,GA,10.69,4610
peor-caso-ga,90,4005.0,INS,1.60123,4744
peor-caso-ga,90,4005.0,AGM,0.617792,5454
peor-caso-ga,90,4005.0,GA,10.8105,4672
peor-caso-ga,91,4095.0,INS,1.75993,4798
peor-caso-ga,91,4095.0,AGM,0.554939,5504
peor-caso-ga,91,4095.0,GA,12.2712,4732
peor-caso-ga,92,4186.0,INS,2.13591,4884
peor-caso-ga,92,4186.0,AGM,0.624837,5401
peor-caso-ga,92,4186.0,GA,11.8758,4784
peor-caso-ga,93,4278.0,INS,1.88173,4927
peor-caso-ga,93,4278.0,AGM,0.53322,5510
peor-caso-ga,93,4278.0,GA,11.8867,4843
peor-caso-ga,94,4371.0,INS,1.88661,4994
peor-caso-ga,94,4371.0,AGM,0.657478,5823
peor-caso-ga,94,4371.0,GA,14.5021,4856
peor-caso-ga,95,4465.0,INS,3.43357,5035
peor-caso-ga,95,4465.0,AGM,0.547639,5944
peor-caso-ga,95,4465.0,GA,12.5971,4895
peor-caso-ga,96,4560.0,INS,1.98102,5074
peor-caso-ga,96,4560.0,AGM,0.651341,5715
peor-caso-ga,96,4560.0,GA,13.2257,4955
peor-caso-ga,97,4656.0,INS,2.08693,5114
peor-caso-ga,97,4656.0,AGM,0.7485,5704
peor-caso-ga,97,4656.0,GA,12.953,4979
peor-caso-ga,98,4753.0,INS,2.3729,5189
peor-caso-ga,98,4753.0,AGM,0.593503,5752
peor-caso-ga,98,4753.0,GA,13.744,5036
peor-caso-ga,99,4851.0,INS,2.3973,5242
peor-caso-ga,99,4851.0,AGM,0.603819,5750
peor-caso-ga,99,4851.0,GA,13.8551,5103
peor-caso-ga,100,4950.0,INS,2.24837,5251
peor-caso-ga,100,4950.0,AGM,0.624967,5894
peor-caso-ga,100,4950.0,GA,19.2657,5169
peor-caso-ga,101,5050.0,INS,2.49028,5324
peor-caso-ga,101,5050.0,AGM,0.59491,6025
peor-caso-ga,101,5050.0,GA,14.9451,5181
peor-caso-ga,102,5151.0,INS,2.30711,5354
peor-caso-ga,102,5151.0,AGM,0.590426,6108
peor-caso-ga,102,5151.0,GA,14.503,5228
