dataset,n,m,metodo,tiempo,costo
grafo-propio,79,3081.0,TABU_CICLOS 160 30 300,351.7753333333333,289
grafo-propio,79,3081.0,TABU_ESTRUCTURA 80 10 200,101.43253333333332,314
grafo-propio,80,3160.0,TABU_CICLOS 160 30 300,368.26133333333337,289
grafo-propio,80,3160.0,TABU_ESTRUCTURA 80 10 200,100.16523333333335,323
grafo-propio,81,3240.0,TABU_CICLOS 160 30 300,379.33466666666664,299
grafo-propio,81,3240.0,TABU_ESTRUCTURA 80 10 200,101.42213333333332,345
grafo-propio,82,3321.0,TABU_CICLOS 160 30 300,398.42366666666663,282
grafo-propio,82,3321.0,TABU_ESTRUCTURA 80 10 200,104.68830000000001,284
grafo-propio,83,3403.0,TABU_CICLOS 160 30 300,401.059,215
grafo-propio,83,3403.0,TABU_ESTRUCTURA 80 10 200,113.30733333333332,240
grafo-propio,84,3486.0,TABU_CICLOS 160 30 300,423.93800000000005,248
grafo-propio,84,3486.0,TABU_ESTRUCTURA 80 10 200,112.33999999999999,328
grafo-propio,85,3570.0,TABU_CICLOS 160 30 300,432.837,295
grafo-propio,85,3570.0,TABU_ESTRUCTURA 80 10 200,117.08033333333333,282
grafo-propio,86,3655.0,TABU_CICLOS 160 30 300,436.3326666666667,240
grafo-propio,86,3655.0,TABU_ESTRUCTURA 80 10 200,114.871,276
grafo-propio,87,3741.0,TABU_CICLOS 160 30 300,466.308,327
grafo-propio,87,3741.0,TABU_ESTRUCTURA 80 10 200,120.37133333333333,391
grafo-propio,88,3828.0,TABU_CICLOS 160 30 300,480.48566666666665,233
grafo-propio,88,3828.0,TABU_ESTRUCTURA 80 10 200,130.51133333333334,281
grafo-propio,89,3916.0,TABU_CICLOS 160 30 300,488.58533333333327,261
grafo-propio,89,3916.0,TABU_ESTRUCTURA 80 10 200,152.67033333333336,284
grafo-propio,90,4005.0,TABU_CICLOS 160 30 300,504.41633333333334,239
grafo-propio,90,4005.0,TABU_ESTRUCTURA 80 10 200,130.78033333333335,281
grafo-propio,91,4095.0,TABU_CICLOS 160 30 300,506.343,289
grafo-propio,91,4095.0,TABU_ESTRUCTURA 80 10 200,133.89499999999998,362
grafo-propio,92,4186.0,TABU_CICLOS 160 30 300,533.3376666666667,287
grafo-propio,92,4186.0,TABU_ESTRUCTURA 80 10 200,136.37633333333335,335
grafo-propio,93,4278.0,TABU_CICLOS 160 30 300,540.2803333333333,223
grafo-propio,93,4278.0,TABU_ESTRUCTURA 80 10 200,144.36533333333333,209
grafo-propio,94,4371.0,TABU_CICLOS 160 30 300,557.143,192
grafo-propio,94,4371.0,TABU_ESTRUCTURA 80 10 200,151.33566666666664,245
grafo-propio,95,4465.0,TABU_CICLOS 160 30 300,578.4626666666667,202
grafo-propio,95,4465.0,TABU_ESTRUCTURA 80 10 200,149.04466666666667,240
grafo-propio,96,4560.0,TABU_CICLOS 160 30 300,591.5506666666666,256
grafo-propio,96,4560.0,TABU_ESTRUCTURA 80 10 200,154.88699999999997,271
grafo-propio,97,4656.0,TABU_CICLOS 160 30 300,615.5843333333333,325
grafo-propio,97,4656.0,TABU_ESTRUCTURA 80 10 200,156.39166666666665,320
grafo-propio,98,4753.0,TABU_CICLOS 160 30 300,636.8366666666667,288
grafo-propio,98,4753.0,TABU_ESTRUCTURA 80 10 200,168.18433333333334,301
grafo-propio,99,4851.0,TABU_CICLOS 160 30 300,615.2966666666666,222
grafo-propio,99,4851.0,TABU_ESTRUCTURA 80 10 200,157.72533333333334,246
grafo-propio,100,4950.0,TABU_CICLOS 160 30 300,647.1753333333335,272
grafo-propio,100,4950.0,TABU_ESTRUCTURA 80 10 200,168.27366666666668,263
grafo-propio,101,5050.0,TABU_CICLOS 160 30 300,638.91,241
grafo-propio,101,5050.0,TABU_ESTRUCTURA 80 10 200,161.82066666666665,317
grafo-propio,102,5151.0,TABU_CICLOS 160 30 300,656.3133333333334,213
grafo-propio,102,5151.0,TABU_ESTRUCTURA 80 10 200,176.83033333333333,232
