dataset,n,m,metodo,tiempo,costo,memoria,vecindad,iteraciones
grafo-propio,100,4950.0,TABU_ESTRUCTURA 60 100 250,3007.24,207,60,100,250
grafo-propio,100,4950.0,TABU_ESTRUCTURA 60 100 300,3712.13,207,60,100,300
grafo-propio,100,4950.0,TABU_ESTRUCTURA 60 100 350,4241.96,223,60,100,350
grafo-propio,100,4950.0,TABU_ESTRUCTURA 60 100 400,5152.91,219,60,100,400
grafo-propio,100,4950.0,TABU_ESTRUCTURA 70 10 100,209.59,279,70,10,100
grafo-propio,100,4950.0,TABU_ESTRUCTURA 70 10 150,304.587,279,70,10,150
grafo-propio,100,4950.0,TABU_ESTRUCTURA 70 10 200,367.01,279,70,10,200
grafo-propio,100,4950.0,TABU_ESTRUCTURA 70 10 250,411.239,288,70,10,250
grafo-propio,100,4950.0,TABU_ESTRUCTURA 70 10 300,490.765,270,70,10,300
grafo-propio,100,4950.0,TABU_ESTRUCTURA 70 10 350,614.353,299,70,10,350
grafo-propio,100,4950.0,TABU_ESTRUCTURA 70 10 400,657.523,276,70,10,400
grafo-propio,100,4950.0,TABU_ESTRUCTURA 70 20 100,310.792,266,70,20,100
grafo-propio,100,4950.0,TABU_ESTRUCTURA 70 20 150,517.724,279,70,20,150
grafo-propio,100,4950.0,TABU_ESTRUCTURA 70 20 200,651.763,231,70,20,200
grafo-propio,100,4950.0,TABU_ESTRUCTURA 70 20 250,807.626,254,70,20,250
grafo-propio,100,4950.0,TABU_ESTRUCTURA 70 20 300,925.225,239,70,20,300
grafo-propio,100,4950.0,TABU_ESTRUCTURA 70 20 350,1079.4,249,70,20,350
grafo-propio,100,4950.0,TABU_ESTRUCTURA 70 20 400,1234.84,283,70,20,400
grafo-propio,100,4950.0,TABU_ESTRUCTURA 70 30 100,444.849,234,70,30,100
grafo-propio,100,4950.0,TABU_ESTRUCTURA 70 30 150,662.655,234,70,30,150
grafo-propio,100,4950.0,TABU_ESTRUCTURA 70 30 200,946.452,243,70,30,200
grafo-propio,100,4950.0,TABU_ESTRUCTURA 70 30 250,1095.23,220,70,30,250
grafo-propio,100,4950.0,TABU_ESTRUCTURA 70 30 300,1320.44,237,70,30,300
grafo-propio,100,4950.0,TABU_ESTRUCTURA 70 30 350,1577.5,231,70,30,350
grafo-propio,100,4950.0,TABU_ESTRUCTURA 70 30 400,1835.2,232,70,30,400
grafo-propio,100,4950.0,TABU_ESTRUCTURA 70 40 100,595.093,266,70,40,100
grafo-propio,100,4950.0,TABU_ESTRUCTURA 70 40 150,928.594,265,70,40,150
grafo-propio,100,4950.0,TABU_ESTRUCTURA 70 40 200,1140.77,235,70,40,200
grafo-propio,100,4950.0,TABU_ESTRUCTURA 70 40 250,1387.95,231,70,40,250
grafo-propio,100,4950.0,TABU_ESTRUCTURA 70 40 300,1745.65,229,70,40,300
grafo-propio,100,4950.0,TABU_ESTRUCTURA 70 40 350,2041.24,229,70,40,350
grafo-propio,100,4950.0,TABU_ESTRUCTURA 70 40 400,2317.44,232,70,40,400
grafo-propio,100,4950.0,TABU_ESTRUCTURA 70 50 100,704.827,237,70,50,100
grafo-propio,100,4950.0,TABU_ESTRUCTURA 70 50 150,1086.77,220,70,50,150
grafo-propio,100,4950.0,TABU_ESTRUCTURA 70 50 200,1423.16,220,70,50,200
grafo-propio,100,4950.0,TABU_ESTRUCTURA 70 50 250,1738.99,243,70,50,250
grafo-propio,100,4950.0,TABU_ESTRUCTURA 70 50 300,2088.47,205,70,50,300
grafo-propio,100,4950.0,TABU_ESTRUCTURA 70 50 350,2423.4,214,70,50,350
grafo-propio,100,4950.0,TABU_ESTRUCTURA 70 50 400,2800.39,228,70,50,400
grafo-propio,100,4950.0,TABU_ESTRUCTURA 70 60 100,809.303,207,70,60,100
grafo-propio,100,4950.0,TABU_ESTRUCTURA 70 60 150,1210.42,207,70,60,150
grafo-propio,100,4950.0,TABU_ESTRUCTURA 70 60 200,1650.27,203,70,60,200
grafo-propio,100,4950.0,TABU_ESTRUCTURA 70 60 250,2047.33,218,70,60,250
grafo-propio,100,4950.0,TABU_ESTRUCTURA 70 60 300,2436.07,233,70,60,300
grafo-propio,100,4950.0,TABU_ESTRUCTURA 70 60 350,2877.27,226,70,60,350
grafo-propio,100,4950.0,TABU_ESTRUCTURA 70 60 400,3213.14,234,70,60,400
grafo-propio,100,4950.0,TABU_ESTRUCTURA 70 70 100,934.771,214,70,70,100
grafo-propio,100,4950.0,TABU_ESTRUCTURA 70 70 150,1380.9,225,70,70,150
grafo-propio,100,4950.0,TABU_ESTRUCTURA 70 70 200,1888.03,207,70,70,200
grafo-propio,100,4950.0,TABU_ESTRUCTURA 70 70 250,2306.11,241,70,70,250
grafo-propio,100,4950.0,TABU_ESTRUCTURA 70 70 300,2825.32,221,70,70,300
grafo-propio,100,4950.0,TABU_ESTRUCTURA 70 70 350,3396.43,211,70,70,350
grafo-propio,100,4950.0,TABU_ESTRUCTURA 70 70 400,3654.14,209,70,70,400
grafo-propio,100,4950.0,TABU_ESTRUCTURA 70 80 100,1032.23,248,70,80,100
grafo-propio,100,4950.0,TABU_ESTRUCTURA 70 80 150,1603.85,208,70,80,150
grafo-propio,100,4950.0,TABU_ESTRUCTURA 70 80 200,2086.25,224,70,80,200
grafo-propio,100,4950.0,TABU_ESTRUCTURA 70 80 250,2586.55,211,70,80,250
grafo-propio,100,4950.0,TABU_ESTRUCTURA 70 80 300,3211.66,224,70,80,300
grafo-propio,100,4950.0,TABU_ESTRUCTURA 70 80 350,3531.07,240,70,80,350
grafo-propio,100,4950.0,TABU_ESTRUCTURA 70 80 400,4218.57,216,70,80,400
grafo-propio,100,4950.0,TABU_ESTRUCTURA 70 90 100,1165.65,215,70,90,100
grafo-propio,100,4950.0,TABU_ESTRUCTURA 70 90 150,1731.83,229,70,90,150
grafo-propio,100,4950.0,TABU_ESTRUCTURA 70 90 200,2247.08,235,70,90,200
grafo-propio,100,4950.0,TABU_ESTRUCTURA 70 90 250,2798.09,227,70,90,250
grafo-propio,100,4950.0,TABU_ESTRUCTURA 70 90 300,3390.03,214,70,90,300
grafo-propio,100,4950.0,TABU_ESTRUCTURA 70 90 350,3866.98,201,70,90,350
grafo-propio,100,4950.0,TABU_ESTRUCTURA 70 90 400,4355.01,224,70,90,400
grafo-propio,100,4950.0,TABU_ESTRUCTURA 70 100 100,1197.25,216,70,100,100
grafo-propio,100,4950.0,TABU_ESTRUCTURA 70 100 150,1824.02,235,70,100,150
grafo-propio,100,4950.0,TABU_ESTRUCTURA 70 100 200,2353.33,243,70,100,200
grafo-propio,100,4950.0,TABU_ESTRUCTURA 70 100 250,2934.14,255,70,100,250
grafo-propio,100,4950.0,TABU_ESTRUCTURA 70 100 300,3662.18,231,70,100,300
grafo-propio,100,4950.0,TABU_ESTRUCTURA 70 100 350,4317.97,207,70,100,350
grafo-propio,100,4950.0,TABU_ESTRUCTURA 70 100 400,4720.64,221,70,100,400
grafo-propio,100,4950.0,TABU_ESTRUCTURA 80 10 100,189.342,266,80,10,100
grafo-propio,100,4950.0,TABU_ESTRUCTURA 80 10 150,255.52,266,80,10,150
grafo-propio,100,4950.0,TABU_ESTRUCTURA 80 10 200,338.145,288,80,10,200
grafo-propio,100,4950.0,TABU_ESTRUCTURA 80 10 250,423.596,314,80,10,250
grafo-propio,100,4950.0,TABU_ESTRUCTURA 80 10 300,515.192,310,80,10,300
grafo-propio,100,4950.0,TABU_ESTRUCTURA 80 10 350,563.892,275,80,10,350
grafo-propio,100,4950.0,TABU_ESTRUCTURA 80 10 400,691.669,275,80,10,400
grafo-propio,100,4950.0,TABU_ESTRUCTURA 80 20 100,337.28,236,80,20,100
grafo-propio,100,4950.0,TABU_ESTRUCTURA 80 20 150,457.835,241,80,20,150
grafo-propio,100,4950.0,TABU_ESTRUCTURA 80 20 200,617.487,264,80,20,200
grafo-propio,100,4950.0,TABU_ESTRUCTURA 80 20 250,743.603,258,80,20,250
grafo-propio,100,4950.0,TABU_ESTRUCTURA 80 20 300,949.569,251,80,20,300
grafo-propio,100,4950.0,TABU_ESTRUCTURA 80 20 350,1115.35,218,80,20,350
grafo-propio,100,4950.0,TABU_ESTRUCTURA 80 20 400,1203.81,248,80,20,400
grafo-propio,100,4950.0,TABU_ESTRUCTURA 80 30 100,470.179,260,80,30,100
grafo-propio,100,4950.0,TABU_ESTRUCTURA 80 30 150,690.249,251,80,30,150
grafo-propio,100,4950.0,TABU_ESTRUCTURA 80 30 200,948.122,250,80,30,200
grafo-propio,100,4950.0,TABU_ESTRUCTURA 80 30 250,1087.31,244,80,30,250
grafo-propio,100,4950.0,TABU_ESTRUCTURA 80 30 300,1377.99,232,80,30,300
grafo-propio,100,4950.0,TABU_ESTRUCTURA 80 30 350,1589.57,256,80,30,350
grafo-propio,100,4950.0,TABU_ESTRUCTURA 80 30 400,1761.36,241,80,30,400
grafo-propio,100,4950.0,TABU_ESTRUCTURA 80 40 100,615.357,274,80,40,100
grafo-propio,100,4950.0,TABU_ESTRUCTURA 80 40 150,868.743,213,80,40,150
grafo-propio,100,4950.0,TABU_ESTRUCTURA 80 40 200,1134.29,254,80,40,200
grafo-propio,100,4950.0,TABU_ESTRUCTURA 80 40 250,1411.62,226,80,40,250
grafo-propio,100,4950.0,TABU_ESTRUCTURA 80 40 300,1688.84,217,80,40,300
grafo-propio,100,4950.0,TABU_ESTRUCTURA 80 40 350,1976.68,227,80,40,350
grafo-propio,100,4950.0,TABU_ESTRUCTURA 80 40 400,2321.06,238,80,40,400
grafo-propio,100,4950.0,TABU_ESTRUCTURA 80 50 100,719.984,266,80,50,100
grafo-propio,100,4950.0,TABU_ESTRUCTURA 80 50 150,1029.37,251,80,50,150
grafo-propio,100,4950.0,TABU_ESTRUCTURA 80 50 200,1384.28,228,80,50,200
grafo-propio,100,4950.0,TABU_ESTRUCTURA 80 50 250,1705.46,237,80,50,250
grafo-propio,100,4950.0,TABU_ESTRUCTURA 80 50 300,2121.95,228,80,50,300
grafo-propio,100,4950.0,TABU_ESTRUCTURA 80 50 350,2393.1,184,80,50,350
grafo-propio,100,4950.0,TABU_ESTRUCTURA 80 50 400,2690.87,228,80,50,400
grafo-propio,100,4950.0,TABU_ESTRUCTURA 80 60 100,797.776,231,80,60,100
grafo-propio,100,4950.0,TABU_ESTRUCTURA 80 60 150,1206.01,238,80,60,150
grafo-propio,100,4950.0,TABU_ESTRUCTURA 80 60 200,1585.37,244,80,60,200
grafo-propio,100,4950.0,TABU_ESTRUCTURA 80 60 250,1979.66,220,80,60,250
grafo-propio,100,4950.0,TABU_ESTRUCTURA 80 60 300,2425.3,220,80,60,300
grafo-propio,100,4950.0,TABU_ESTRUCTURA 80 60 350,2817.68,217,80,60,350
grafo-propio,100,4950.0,TABU_ESTRUCTURA 80 60 400,3259.04,226,80,60,400
grafo-propio,100,4950.0,TABU_ESTRUCTURA 80 70 100,956.673,219,80,70,100
grafo-propio,100,4950.0,TABU_ESTRUCTURA 80 70 150,1373.15,229,80,70,150
grafo-propio,100,4950.0,TABU_ESTRUCTURA 80 70 200,1795.29,211,80,70,200
grafo-propio,100,4950.0,TABU_ESTRUCTURA 80 70 250,2236.14,213,80,70,250
grafo-propio,100,4950.0,TABU_ESTRUCTURA 80 70 300,2693.61,224,80,70,300
grafo-propio,100,4950.0,TABU_ESTRUCTURA 80 70 350,3161.13,258,80,70,350
grafo-propio,100,4950.0,TABU_ESTRUCTURA 80 70 400,3607.99,216,80,70,400
grafo-propio,100,4950.0,TABU_ESTRUCTURA 80 80 100,1041.79,212,80,80,100
grafo-propio,100,4950.0,TABU_ESTRUCTURA 80 80 150,1555.6,223,80,80,150
grafo-propio,100,4950.0,TABU_ESTRUCTURA 80 80 200,1993.39,222,80,80,200
grafo-propio,100,4950.0,TABU_ESTRUCTURA 80 80 250,2552.95,248,80,80,250
grafo-propio,100,4950.0,TABU_ESTRUCTURA 80 80 300,2966.65,214,80,80,300
grafo-propio,100,4950.0,TABU_ESTRUCTURA 80 80 350,3461.96,220,80,80,350
grafo-propio,100,4950.0,TABU_ESTRUCTURA 80 80 400,4000.17,217,80,80,400
grafo-propio,100,4950.0,TABU_ESTRUCTURA 80 90 100,1128.55,241,80,90,100
grafo-propio,100,4950.0,TABU_ESTRUCTURA 80 90 150,1632.07,214,80,90,150
grafo-propio,100,4950.0,TABU_ESTRUCTURA 80 90 200,2188.31,236,80,90,200
grafo-propio,100,4950.0,TABU_ESTRUCTURA 80 90 250,2741.04,204,80,90,250
grafo-propio,100,4950.0,TABU_ESTRUCTURA 80 90 300,3330.69,260,80,90,300
grafo-propio,100,4950.0,TABU_ESTRUCTURA 80 90 350,3898.38,226,80,90,350
grafo-propio,100,4950.0,TABU_ESTRUCTURA 80 90 400,4380.56,217,80,90,400
grafo-propio,100,4950.0,TABU_ESTRUCTURA 80 100 100,1315.42,203,80,100,100
grafo-propio,100,4950.0,TABU_ESTRUCTURA 80 100 150,1770.47,210,80,100,150
grafo-propio,100,4950.0,TABU_ESTRUCTURA 80 100 200,2385.01,206,80,100,200
grafo-propio,100,4950.0,TABU_ESTRUCTURA 80 100 250,3123.57,233,80,100,250
grafo-propio,100,4950.0,TABU_ESTRUCTURA 80 100 300,3596.92,220,80,100,300
grafo-propio,100,4950.0,TABU_ESTRUCTURA 80 100 350,4159.23,217,80,100,350
grafo-propio,100,4950.0,TABU_ESTRUCTURA 80 100 400,4888.75,204,80,100,400
grafo-propio,100,4950.0,TABU_ESTRUCTURA 90 10 100,196.951,302,90,10,100
grafo-propio,100,4950.0,TABU_ESTRUCTURA 90 10 150,274.374,283,90,10,150
grafo-propio,100,4950.0,TABU_ESTRUCTURA 90 10 200,351.98,301,90,10,200
grafo-propio,100,4950.0,TABU_ESTRUCTURA 90 10 250,432.262,301,90,10,250
grafo-propio,100,4950.0,TABU_ESTRUCTURA 90 10 300,487.077,281,90,10,300
grafo-propio,100,4950.0,TABU_ESTRUCTURA 90 10 350,555.972,289,90,10,350
grafo-propio,100,4950.0,TABU_ESTRUCTURA 90 10 400,669.992,306,90,10,400
grafo-propio,100,4950.0,TABU_ESTRUCTURA 90 20 100,314.086,243,90,20,100
grafo-propio,100,4950.0,TABU_ESTRUCTURA 90 20 150,477.703,297,90,20,150
grafo-propio,100,4950.0,TABU_ESTRUCTURA 90 20 200,625.867,284,90,20,200
grafo-propio,100,4950.0,TABU_ESTRUCTURA 90 20 250,784.74,260,90,20,250
grafo-propio,100,4950.0,TABU_ESTRUCTURA 90 20 300,949.681,245,90,20,300
grafo-propio,100,4950.0,TABU_ESTRUCTURA 90 20 350,1089.36,244,90,20,350
grafo-propio,100,4950.0,TABU_ESTRUCTURA 90 20 400,1262.31,262,90,20,400
grafo-propio,100,4950.0,TABU_ESTRUCTURA 90 30 100,485.543,234,90,30,100
grafo-propio,100,4950.0,TABU_ESTRUCTURA 90 30 150,684.119,234,90,30,150
grafo-propio,100,4950.0,TABU_ESTRUCTURA 90 30 200,934.28,222,90,30,200
grafo-propio,100,4950.0,TABU_ESTRUCTURA 90 30 250,1092.22,215,90,30,250
grafo-propio,100,4950.0,TABU_ESTRUCTURA 90 30 300,1430.08,206,90,30,300
grafo-propio,100,4950.0,TABU_ESTRUCTURA 90 30 350,1528.46,235,90,30,350
grafo-propio,100,4950.0,TABU_ESTRUCTURA 90 30 400,1777.44,224,90,30,400
grafo-propio,100,4950.0,TABU_ESTRUCTURA 90 40 100,583.481,249,90,40,100
grafo-propio,100,4950.0,TABU_ESTRUCTURA 90 40 150,875.772,248,90,40,150
grafo-propio,100,4950.0,TABU_ESTRUCTURA 90 40 200,1137.38,239,90,40,200
grafo-propio,100,4950.0,TABU_ESTRUCTURA 90 40 250,1443.37,213,90,40,250
grafo-propio,100,4950.0,TABU_ESTRUCTURA 90 40 300,1714.48,248,90,40,300
grafo-propio,100,4950.0,TABU_ESTRUCTURA 90 40 350,2004.83,234,90,40,350
grafo-propio,100,4950.0,TABU_ESTRUCTURA 90 40 400,2214.1,219,90,40,400
grafo-propio,100,4950.0,TABU_ESTRUCTURA 90 50 100,690.449,234,90,50,100
grafo-propio,100,4950.0,TABU_ESTRUCTURA 90 50 150,1007.52,225,90,50,150
grafo-propio,100,4950.0,TABU_ESTRUCTURA 90 50 200,1379.29,210,90,50,200
grafo-propio,100,4950.0,TABU_ESTRUCTURA 90 50 250,1770.36,223,90,50,250
grafo-propio,100,4950.0,TABU_ESTRUCTURA 90 50 300,1992.87,242,90,50,300
grafo-propio,100,4950.0,TABU_ESTRUCTURA 90 50 350,2335.32,213,90,50,350
grafo-propio,100,4950.0,TABU_ESTRUCTURA 90 50 400,2710.91,219,90,50,400
grafo-propio,100,4950.0,TABU_ESTRUCTURA 90 60 100,804.338,237,90,60,100
grafo-propio,100,4950.0,TABU_ESTRUCTURA 90 60 150,1251.16,218,90,60,150
grafo-propio,100,4950.0,TABU_ESTRUCTURA 90 60 200,1641.05,276,90,60,200
grafo-propio,100,4950.0,TABU_ESTRUCTURA 90 60 250,1965.72,199,90,60,250
grafo-propio,100,4950.0,TABU_ESTRUCTURA 90 60 300,2460.82,229,90,60,300
grafo-propio,100,4950.0,TABU_ESTRUCTURA 90 60 350,2741.88,243,90,60,350
grafo-propio,100,4950.0,TABU_ESTRUCTURA 90 60 400,3291.95,207,90,60,400
grafo-propio,100,4950.0,TABU_ESTRUCTURA 90 70 100,931.99,222,90,70,100
grafo-propio,100,4950.0,TABU_ESTRUCTURA 90 70 150,1386.34,219,90,70,150
grafo-propio,100,4950.0,TABU_ESTRUCTURA 90 70 200,1793.61,219,90,70,200
grafo-propio,100,4950.0,TABU_ESTRUCTURA 90 70 250,2226.11,222,90,70,250
grafo-propio,100,4950.0,TABU_ESTRUCTURA 90 70 300,2686.44,206,90,70,300
grafo-propio,100,4950.0,TABU_ESTRUCTURA 90 70 350,3143.69,212,90,70,350
grafo-propio,100,4950.0,TABU_ESTRUCTURA 90 70 400,3593.8,228,90,70,400
grafo-propio,100,4950.0,TABU_ESTRUCTURA 90 80 100,1021.03,226,90,80,100
grafo-propio,100,4950.0,TABU_ESTRUCTURA 90 80 150,1558.87,228,90,80,150
grafo-propio,100,4950.0,TABU_ESTRUCTURA 90 80 200,2076.1,231,90,80,200
grafo-propio,100,4950.0,TABU_ESTRUCTURA 90 80 250,2526.07,218,90,80,250
grafo-propio,100,4950.0,TABU_ESTRUCTURA 90 80 300,2996.57,212,90,80,300
grafo-propio,100,4950.0,TABU_ESTRUCTURA 90 80 350,3539.3,195,90,80,350
grafo-propio,100,4950.0,TABU_ESTRUCTURA 90 80 400,4025.86,210,90,80,400
grafo-propio,100,4950.0,TABU_ESTRUCTURA 90 90 100,1103.31,226,90,90,100
grafo-propio,100,4950.0,TABU_ESTRUCTURA 90 90 150,1675.96,203,90,90,150
grafo-propio,100,4950.0,TABU_ESTRUCTURA 90 90 200,2237.58,210,90,90,200
grafo-propio,100,4950.0,TABU_ESTRUCTURA 90 90 250,2820.45,216,90,90,250
grafo-propio,100,4950.0,TABU_ESTRUCTURA 90 90 300,3287.99,211,90,90,300
grafo-propio,100,4950.0,TABU_ESTRUCTURA 90 90 350,3873.65,244,90,90,350
grafo-propio,100,4950.0,TABU_ESTRUCTURA 90 90 400,4478.14,203,90,90,400
grafo-propio,100,4950.0,TABU_ESTRUCTURA 90 100 100,1283.66,235,90,100,100
grafo-propio,100,4950.0,TABU_ESTRUCTURA 90 100 150,1826.78,242,90,100,150
grafo-propio,100,4950.0,TABU_ESTRUCTURA 90 100 200,2383.95,200,90,100,200
grafo-propio,100,4950.0,TABU_ESTRUCTURA 90 100 250,3054.37,211,90,100,250
grafo-propio,100,4950.0,TABU_ESTRUCTURA 90 100 300,3562.53,215,90,100,300
grafo-propio,100,4950.0,TABU_ESTRUCTURA 90 100 350,4120.45,218,90,100,350
grafo-propio,100,4950.0,TABU_ESTRUCTURA 90 100 400,4729.47,226,90,100,400
grafo-propio,100,4950.0,TABU_ESTRUCTURA 100 10 100,190.333,280,100,10,100
grafo-propio,100,4950.0,TABU_ESTRUCTURA 100 10 150,261.311,254,100,10,150
grafo-propio,100,4950.0,TABU_ESTRUCTURA 100 10 200,332.618,259,100,10,200
grafo-propio,100,4950.0,TABU_ESTRUCTURA 100 10 250,435.6,259,100,10,250
grafo-propio,100,4950.0,TABU_ESTRUCTURA 100 10 300,512.377,281,100,10,300
grafo-propio,100,4950.0,TABU_ESTRUCTURA 100 10 350,575.34,253,100,10,350
grafo-propio,100,4950.0,TABU_ESTRUCTURA 100 10 400,676.17,269,100,10,400
grafo-propio,100,4950.0,TABU_ESTRUCTURA 100 20 100,321.7,239,100,20,100
grafo-propio,100,4950.0,TABU_ESTRUCTURA 100 20 150,470.752,256,100,20,150
grafo-propio,100,4950.0,TABU_ESTRUCTURA 100 20 200,640.226,227,100,20,200
grafo-propio,100,4950.0,TABU_ESTRUCTURA 100 20 250,766.828,226,100,20,250
grafo-propio,100,4950.0,TABU_ESTRUCTURA 100 20 300,1009.39,231,100,20,300
grafo-propio,100,4950.0,TABU_ESTRUCTURA 100 20 350,1058.18,253,100,20,350
grafo-propio,100,4950.0,TABU_ESTRUCTURA 100 20 400,1270.85,276,100,20,400
grafo-propio,100,4950.0,TABU_ESTRUCTURA 100 30 100,452.23,240,100,30,100
grafo-propio,100,4950.0,TABU_ESTRUCTURA 100 30 150,665.618,259,100,30,150
grafo-propio,100,4950.0,TABU_ESTRUCTURA 100 30 200,859.843,237,100,30,200
grafo-propio,100,4950.0,TABU_ESTRUCTURA 100 30 250,1074.99,241,100,30,250
grafo-propio,100,4950.0,TABU_ESTRUCTURA 100 30 300,1332.73,223,100,30,300
grafo-propio,100,4950.0,TABU_ESTRUCTURA 100 30 350,1584.8,247,100,30,350
grafo-propio,100,4950.0,TABU_ESTRUCTURA 100 30 400,1834.71,255,100,30,400
grafo-propio,100,4950.0,TABU_ESTRUCTURA 100 40 100,623.633,254,100,40,100
grafo-propio,100,4950.0,TABU_ESTRUCTURA 100 40 150,837.468,227,100,40,150
grafo-propio,100,4950.0,TABU_ESTRUCTURA 100 40 200,1142.96,247,100,40,200
grafo-propio,100,4950.0,TABU_ESTRUCTURA 100 40 250,1394.48,250,100,40,250
grafo-propio,100,4950.0,TABU_ESTRUCTURA 100 40 300,1691.94,224,100,40,300
grafo-propio,100,4950.0,TABU_ESTRUCTURA 100 40 350,1958.42,232,100,40,350
grafo-propio,100,4950.0,TABU_ESTRUCTURA 100 40 400,2314.15,246,100,40,400
grafo-propio,100,4950.0,TABU_ESTRUCTURA 100 50 100,741.43,214,100,50,100
grafo-propio,100,4950.0,TABU_ESTRUCTURA 100 50 150,1017.99,249,100,50,150
grafo-propio,100,4950.0,TABU_ESTRUCTURA 100 50 200,1409.98,214,100,50,200
grafo-propio,100,4950.0,TABU_ESTRUCTURA 100 50 250,1700.16,243,100,50,250
grafo-propio,100,4950.0,TABU_ESTRUCTURA 100 50 300,2030.22,226,100,50,300
grafo-propio,100,4950.0,TABU_ESTRUCTURA 100 50 350,2506.83,230,100,50,350
grafo-propio,100,4950.0,TABU_ESTRUCTURA 100 50 400,2694.42,198,100,50,400
grafo-propio,100,4950.0,TABU_ESTRUCTURA 100 60 100,801.544,224,100,60,100
grafo-propio,100,4950.0,TABU_ESTRUCTURA 100 60 150,1218.51,231,100,60,150
grafo-propio,100,4950.0,TABU_ESTRUCTURA 100 60 200,1565.75,219,100,60,200
grafo-propio,100,4950.0,TABU_ESTRUCTURA 100 60 250,1980.46,219,100,60,250
grafo-propio,100,4950.0,TABU_ESTRUCTURA 100 60 300,2413.26,236,100,60,300
grafo-propio,100,4950.0,TABU_ESTRUCTURA 100 60 350,2809.6,235,100,60,350
grafo-propio,100,4950.0,TABU_ESTRUCTURA 100 60 400,3174.58,230,100,60,400
grafo-propio,100,4950.0,TABU_ESTRUCTURA 100 70 100,939.336,214,100,70,100
grafo-propio,100,4950.0,TABU_ESTRUCTURA 100 70 150,1393.13,237,100,70,150
grafo-propio,100,4950.0,TABU_ESTRUCTURA 100 70 200,1910.58,219,100,70,200
grafo-propio,100,4950.0,TABU_ESTRUCTURA 100 70 250,2341.75,195,100,70,250
grafo-propio,100,4950.0,TABU_ESTRUCTURA 100 70 300,2684.53,236,100,70,300
grafo-propio,100,4950.0,TABU_ESTRUCTURA 100 70 350,3114.17,234,100,70,350
grafo-propio,100,4950.0,TABU_ESTRUCTURA 100 70 400,3598.09,231,100,70,400
grafo-propio,100,4950.0,TABU_ESTRUCTURA 100 80 100,1049.67,244,100,80,100
grafo-propio,100,4950.0,TABU_ESTRUCTURA 100 80 150,1632.07,213,100,80,150
grafo-propio,100,4950.0,TABU_ESTRUCTURA 100 80 200,2092.3,220,100,80,200
grafo-propio,100,4950.0,TABU_ESTRUCTURA 100 80 250,2467.37,234,100,80,250
grafo-propio,100,4950.0,TABU_ESTRUCTURA 100 80 300,2989.99,215,100,80,300
grafo-propio,100,4950.0,TABU_ESTRUCTURA 100 80 350,3510.9,219,100,80,350
grafo-propio,100,4950.0,TABU_ESTRUCTURA 100 80 400,4041.65,207,100,80,400
grafo-propio,100,4950.0,TABU_ESTRUCTURA 100 90 100,1134.14,247,100,90,100
grafo-propio,100,4950.0,TABU_ESTRUCTURA 100 90 150,1683.26,229,100,90,150
grafo-propio,100,4950.0,TABU_ESTRUCTURA 100 90 200,2302.61,240,100,90,200
grafo-propio,100,4950.0,TABU_ESTRUCTURA 100 90 250,2752.36,203,100,90,250
grafo-propio,100,4950.0,TABU_ESTRUCTURA 100 90 300,3380.55,231,100,90,300
grafo-propio,100,4950.0,TABU_ESTRUCTURA 100 90 350,3921.63,244,100,90,350
grafo-propio,100,4950.0,TABU_ESTRUCTURA 100 90 400,4512.24,207,100,90,400
grafo-propio,100,4950.0,TABU_ESTRUCTURA 100 100 100,1257.66,216,100,100,100
grafo-propio,100,4950.0,TABU_ESTRUCTURA 100 100 150,1917.55,250,100,100,150
grafo-propio,100,4950.0,TABU_ESTRUCTURA 100 100 200,2382.47,228,100,100,200
grafo-propio,100,4950.0,TABU_ESTRUCTURA 100 100 250,3257.35,231,100,100,250
grafo-propio,100,4950.0,TABU_ESTRUCTURA 100 100 300,3663.27,203,100,100,300
grafo-propio,100,4950.0,TABU_ESTRUCTURA 100 100 350,4168.49,210,100,100,350
grafo-propio,100,4950.0,TABU_ESTRUCTURA 100 100 400,4842.73,210,100,100,400
