dataset,n,m,metodo,tiempo,costo,gap
sol_optimas,1748,1526878.0,INS,10185.033333333333,404656,20.234374071476964
sol_optimas,1748,1526878.0,AGM,123.973,441015,31.037628210461264
sol_optimas,1748,1526878.0,GA,27340.833333333332,397707,18.16963595954313
sol_optimas,101,5050.0,INS,1.7545366666666666,709,12.718600953895077
sol_optimas,101,5050.0,AGM,0.6411596666666667,859,36.565977742448354
sol_optimas,101,5050.0,GA,10.89372,782,24.324324324324323
sol_optimas,1084,586986.0,INS,1938.1433333333334,277830,16.102583818434837
sol_optimas,1084,586986.0,AGM,46.87906666666667,312905,30.76010146387125
sol_optimas,1084,586986.0,GA,7206.436666666666,287878,20.301549956748318
sol_optimas,1889,1783216.0,INS,14417.299999999997,395567,24.96746025728511
sol_optimas,1889,1783216.0,AGM,143.778,447235,41.29040614653624
sol_optimas,1889,1783216.0,GA,36208.4,378322,19.519422751282647
sol_optimas,1817,1649836.0,INS,6111.079999999999,66443,16.157060191255397
sol_optimas,1817,1649836.0,AGM,104.33433333333335,82564,44.34013391374276
sol_optimas,1817,1649836.0,GA,26275.266666666666,66620,16.466495340990534
sol_optimas,124,7626.0,INS,2.2922066666666665,65316,10.6488226325597
sol_optimas,124,7626.0,AGM,0.8228716666666666,74400,26.037607995934266
sol_optimas,124,7626.0,GA,17.5139,64998,10.110113501609348
sol_optimas,52,1326.0,INS,0.22334666666666667,9260,22.77910368602494
sol_optimas,52,1326.0,AGM,0.222436,10114,34.10236011667993
sol_optimas,52,1326.0,GA,2.05018,9951,31.941129673826566
sol_optimas,1291,832695.0,INS,2005.5,59067,16.271333241471638
sol_optimas,1291,832695.0,AGM,57.218133333333334,72494,42.701915316627606
sol_optimas,1291,832695.0,GA,9162.183333333332,59032,16.202436959902357
sol_optimas,198,19503.0,INS,7.174863333333334,17499,10.893536121673009
sol_optimas,198,19503.0,AGM,1.8117,19566,23.992395437262346
sol_optimas,198,19503.0,GA,47.33906666666667,18347,16.267427122940433
sol_optimas,439,96141.0,INS,71.93703333333333,130371,21.595455944486417
sol_optimas,439,96141.0,AGM,7.42015,145408,35.620284096738374
sol_optimas,439,96141.0,GA,371.11099999999993,128746,20.079838085378256
sol_optimas,70,2415.0,INS,0.4735836666666667,760,12.592592592592595
sol_optimas,70,2415.0,AGM,0.24838366666666667,875,29.62962962962962
sol_optimas,70,2415.0,GA,6.438266666666666,784,16.148148148148152
sol_optimas,442,97461.0,INS,90.90246666666667,60841,19.817637559573043
sol_optimas,442,97461.0,AGM,6.169843333333333,71456,40.72236007719877
sol_optimas,442,97461.0,GA,330.74733333333336,62009,22.1178463113947
sol_optimas,96,4560.0,INS,1.304435,68969,24.92347262221739
sol_optimas,96,4560.0,AGM,0.6374183333333333,75301,36.392617145755224
sol_optimas,96,4560.0,GA,13.925866666666666,62773,13.700664746689853
sol_optimas,783,306153.0,INS,557.3636666666666,10282,16.761299114240288
sol_optimas,783,306153.0,AGM,17.7257,11922,35.38496479672949
sol_optimas,783,306153.0,GA,3031.8333333333335,10060,14.240290710878952
sol_optimas,120,7140.0,INS,2.8612866666666665,7687,10.731777585710176
sol_optimas,120,7140.0,AGM,0.7279863333333333,9308,34.082397003745314
sol_optimas,120,7140.0,GA,17.3917,8241,18.71218668971477
sol_optimas,226,25425.0,INS,11.859266666666668,92541,15.145143027784343
sol_optimas,226,25425.0,AGM,2.1699633333333335,118651,47.6327937388794
sol_optimas,226,25425.0,GA,57.06333333333333,96628,20.230437108835503
sol_optimas,400,79800.0,INS,95.87736666666667,17992,17.740985537595705
sol_optimas,400,79800.0,AGM,6.0157799999999995,20251,32.52404947320201
sol_optimas,400,79800.0,GA,342.97299999999996,17363,13.62476277730515
sol_optimas,100,4950.0,INS,1.5908566666666666,24983,17.3241288625904
sol_optimas,100,4950.0,AGM,0.5261556666666668,27112,27.322250399173484
sol_optimas,100,4950.0,GA,16.781433333333332,24448,14.81168404245328
sol_optimas,1400,979300.0,INS,2654.77,21987,9.241317633030263
sol_optimas,1400,979300.0,AGM,59.241099999999996,27351,35.892085258607835
sol_optimas,1400,979300.0,GA,12161.233333333335,23911,18.8006160878422
sol_optimas,535,142845.0,INS,237.68233333333333,239303,18.285304730364288
sol_optimas,535,142845.0,AGM,11.605933333333333,272314,34.602342939053926
sol_optimas,535,142845.0,GA,716.8179999999999,237821,17.55276555780732
sol_optimas,318,50403.0,INS,28.667433333333335,49536,17.861476599490828
sol_optimas,318,50403.0,AGM,4.053036666666666,57662,37.1957457945704
sol_optimas,318,50403.0,GA,147.66400000000002,49821,18.53957981393799
sol_optimas,575,165025.0,INS,180.11266666666666,7854,15.960431123578928
sol_optimas,575,165025.0,AGM,9.002923333333333,9388,38.60918352281115
sol_optimas,575,165025.0,GA,928.9753333333333,8262,21.984349623505082
sol_optimas,100,4950.0,INS,1.2515566666666667,25106,13.766539786115644
sol_optimas,100,4950.0,AGM,0.7533476666666665,30506,38.23636034076492
sol_optimas,100,4950.0,GA,11.659466666666665,24846,12.58836324089178
sol_optimas,48,1128.0,INS,0.19558,11857,11.563793752352282
sol_optimas,48,1128.0,AGM,0.17745699999999998,13925,31.021829130598405
sol_optimas,48,1128.0,GA,1.4610266666666665,12727,19.749717726759513
sol_optimas,22,231.0,INS,0.031486,7715,10.009981462997303
sol_optimas,22,231.0,AGM,0.033455,8401,19.791815200342214
sol_optimas,22,231.0,GA,0.2775483333333333,8250,17.638671039498078
sol_optimas,493,121278.0,INS,141.00833333333335,40109,14.59059482315297
sol_optimas,493,121278.0,AGM,8.360906666666665,45020,28.62122164447746
sol_optimas,493,121278.0,GA,528.1483333333332,41604,18.861779326895615
sol_optimas,100,4950.0,INS,1.475933333333333,8972,13.426042983565111
sol_optimas,100,4950.0,AGM,0.6775183333333333,10790,36.40960809102404
sol_optimas,100,4950.0,GA,10.908133333333334,9249,16.92793931731984
